task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine
1,USA,,15.0,15.0,1.429,0.005,15,1,1,DRL
2,EUROPE,,20.0,20.0,3.757,0.005,2,1,1,DRL
3,BRAZIL,,40.0,40.0,0.74,0.005,1,1,1,DRL
4,BRAZIL,,50.0,50.0,0.717,0.005,1,1,1,DRL
5,BRAZIL,,140.0,140.0,0.749,0.005,1,1,1,DRL
6,USA,,155.0,155.0,0.607,0.005,15,1,1,DRL
7,USA,,175.0,175.0,0.685,0.005,15,1,1,DRL
8,BRAZIL,,195.0,195.0,0.658,0.005,1,1,1,DRL
9,EUROPE,,260.0,260.0,0.751,0.005,2,1,1,DRL
10,BRAZIL,,265.0,265.0,0.669,0.005,1,1,1,DRL
11,BRAZIL,,310.0,310.0,0.702,0.005,1,1,1,DRL
12,BRAZIL,,345.0,345.0,0.788,0.005,1,1,1,DRL
13,BRAZIL,,355.0,355.0,0.679,0.005,1,1,1,DRL
14,BRAZIL,,385.0,385.0,0.762,0.005,1,1,1,DRL
15,BRAZIL,,395.0,395.0,0.643,0.005,1,1,1,DRL
16,USA,,425.0,425.0,0.7,0.005,15,1,1,DRL
17,BRAZIL,,455.0,455.0,0.678,0.005,1,1,1,DRL
18,USA,,465.0,465.0,0.642,0.005,15,1,1,DRL
19,BRAZIL,,490.0,490.0,0.629,0.005,1,1,1,DRL
20,EUROPE,,515.0,515.0,0.661,0.005,2,1,1,DRL
21,BRAZIL,,525.0,525.0,0.574,0.005,1,1,1,DRL
22,BRAZIL,,540.0,540.0,0.73,0.005,1,1,1,DRL
23,BRAZIL,,550.0,550.0,0.642,0.005,1,1,1,DRL
24,EUROPE,,580.0,580.0,0.681,0.005,2,1,1,DRL
25,USA,falha_calibracao_sensor_termico,590.0,590.0,0.615,0.005,,0,1,DRL
26,EUROPE,,595.0,595.0,3.735,0.005,2,1,1,DRL
27,USA,,600.0,600.0,0.756,0.005,15,1,1,DRL
28,USA,,640.0,640.0,0.704,0.005,15,1,1,DRL
29,EUROPE,,660.0,660.0,0.701,0.005,2,1,1,DRL
30,USA,,670.0,670.0,3.139,0.005,15,1,1,DRL
31,EUROPE,,690.0,690.0,1.835,0.005,2,1,1,DRL
32,USA,,705.0,705.0,0.781,0.005,15,1,1,DRL
33,USA,falha_bateria_celula_critica,725.0,725.0,0.637,0.005,,0,1,DRL
34,EUROPE,,755.0,755.0,0.665,0.005,2,1,1,DRL
35,USA,,760.0,760.0,0.71,0.005,15,1,1,DRL
36,EUROPE,,775.0,775.0,0.61,0.005,2,1,1,DRL
37,EUROPE,,780.0,780.0,3.737,0.005,2,1,1,DRL
38,USA,,820.0,820.0,0.702,0.005,15,1,1,DRL
39,USA,,845.0,845.0,1.731,0.005,15,1,1,DRL
40,USA,,860.0,860.0,2.936,0.005,15,1,1,DRL
41,BRAZIL,,870.0,870.0,0.677,0.005,1,1,1,DRL
42,USA,,910.0,910.0,0.606,0.005,15,1,1,DRL
43,BRAZIL,,915.0,915.0,0.534,0.005,1,1,1,DRL
44,BRAZIL,,945.0,945.0,0.589,0.005,1,1,1,DRL
45,USA,,950.0,950.0,0.546,0.005,15,1,1,DRL
46,BRAZIL,,1015.0,1015.0,0.729,0.005,1,1,1,DRL
47,USA,,1020.0,1020.0,0.659,0.005,15,1,1,DRL
48,EUROPE,,1030.0,1030.0,0.668,0.005,2,1,1,DRL
49,USA,,1035.0,1035.0,0.594,0.005,15,1,1,DRL
50,EUROPE,,1100.0,1100.0,0.694,0.005,2,1,1,DRL
51,EUROPE,,1150.0,1150.0,0.722,0.005,2,1,1,DRL
52,EUROPE,,1180.0,1180.0,1.061,0.005,2,1,1,DRL
