task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine
1,USA,,15.0,15.0,0.004,0.001,15,1,1,BASELINE
2,EUROPE,,20.0,20.0,0.003,0.001,2,1,1,BASELINE
3,BRAZIL,,40.0,40.0,0.003,0.001,1,1,1,BASELINE
4,BRAZIL,,50.0,50.0,0.002,0.001,1,1,1,BASELINE
5,BRAZIL,,140.0,140.0,0.003,0.001,1,1,1,BASELINE
6,USA,,155.0,155.0,0.003,0.001,15,1,1,BASELINE
7,USA,,175.0,175.0,0.002,0.001,15,1,1,BASELINE
8,BRAZIL,,195.0,195.0,0.002,0.001,1,1,1,BASELINE
9,EUROPE,,260.0,260.0,0.002,0.001,2,1,1,BASELINE
10,BRAZIL,,265.0,265.0,0.002,0.001,1,1,1,BASELINE
11,BRAZIL,,310.0,310.0,0.002,0.001,1,1,1,BASELINE
12,BRAZIL,,345.0,345.0,0.003,0.001,1,1,1,BASELINE
13,BRAZIL,,355.0,355.0,0.002,0.001,1,1,1,BASELINE
14,BRAZIL,,385.0,385.0,0.002,0.001,1,1,1,BASELINE
15,BRAZIL,,395.0,395.0,0.002,0.001,1,1,1,BASELINE
16,USA,,425.0,425.0,0.003,0.001,15,1,1,BASELINE
17,BRAZIL,,455.0,455.0,0.002,0.001,1,1,1,BASELINE
18,USA,,465.0,465.0,0.002,0.001,15,1,1,BASELINE
19,BRAZIL,,490.0,490.0,0.002,0.001,1,1,1,BASELINE
20,EUROPE,,515.0,515.0,0.003,0.001,2,1,1,BASELINE
21,BRAZIL,,525.0,525.0,0.002,0.001,1,1,1,BASELINE
22,BRAZIL,,540.0,540.0,0.002,0.001,1,1,1,BASELINE
23,BRAZIL,,550.0,550.0,0.002,0.001,1,1,1,BASELINE
24,EUROPE,,580.0,580.0,0.003,0.001,2,1,1,BASELINE
25,USA,falha_hardware_camera_esq,590.0,590.0,0.002,0.001,15,1,0,BASELINE
26,EUROPE,,595.0,595.0,0.002,0.001,2,1,1,BASELINE
27,USA,,600.0,600.0,0.002,0.001,15,1,1,BASELINE
28,USA,,640.0,640.0,0.002,0.001,15,1,1,BASELINE
29,EUROPE,,660.0,660.0,0.002,0.001,2,1,1,BASELINE
30,USA,,670.0,670.0,0.002,0.001,15,1,1,BASELINE
31,EUROPE,,690.0,690.0,0.002,0.001,2,1,1,BASELINE
32,USA,,705.0,705.0,0.002,0.001,15,1,1,BASELINE
33,USA,restricao_soberania_brasil,725.0,725.0,0.002,0.001,15,1,0,BASELINE
34,EUROPE,,755.0,755.0,0.002,0.001,2,1,1,BASELINE
35,USA,,760.0,760.0,0.002,0.001,15,1,1,BASELINE
36,EUROPE,,775.0,775.0,0.002,0.001,2,1,1,BASELINE
37,EUROPE,,780.0,780.0,0.002,0.001,2,1,1,BASELINE
38,USA,,820.0,820.0,0.002,0.001,15,1,1,BASELINE
39,USA,,845.0,845.0,0.002,0.001,15,1,1,BASELINE
40,USA,,860.0,860.0,0.002,0.001,15,1,1,BASELINE
41,BRAZIL,,870.0,870.0,0.002,0.001,1,1,1,BASELINE
42,USA,,910.0,910.0,0.002,0.001,15,1,1,BASELINE
43,BRAZIL,,915.0,915.0,0.002,0.001,1,1,1,BASELINE
44,BRAZIL,,945.0,945.0,0.002,0.001,1,1,1,BASELINE
45,USA,,950.0,950.0,0.002,0.001,15,1,1,BASELINE
46,BRAZIL,,1015.0,1015.0,0.002,0.001,1,1,1,BASELINE
47,USA,,1020.0,1020.0,0.002,0.001,15,1,1,BASELINE
48,EUROPE,,1030.0,1030.0,0.002,0.001,2,1,1,BASELINE
49,USA,,1035.0,1035.0,0.002,0.001,15,1,1,BASELINE
50,EUROPE,,1100.0,1100.0,0.002,0.001,2,1,1,BASELINE
51,EUROPE,,1150.0,1150.0,0.002,0.001,2,1,1,BASELINE
52,EUROPE,,1180.0,1180.0,0.002,0.001,2,1,1,BASELINE
