task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine
1,USA,,5.0,5.0,0.94,0.005,15,1,1,DRL
2,USA,restricao_gdpr_europa,20.0,20.0,0.336,0.005,,0,0,DRL
3,USA,,60.0,60.0,0.332,0.005,15,1,1,DRL
4,EUROPE,,65.0,65.0,0.252,0.005,2,1,1,DRL
5,USA,,80.0,80.0,0.223,0.005,15,1,1,DRL
6,BRAZIL,,85.0,85.0,0.23,0.005,1,1,1,DRL
7,BRAZIL,,95.0,95.0,0.377,0.005,1,1,1,DRL
8,EUROPE,restricao_gdpr_europa,100.0,100.0,0.344,0.005,,0,0,DRL
9,BRAZIL,,130.0,130.0,0.243,0.005,1,1,1,DRL
10,USA,,170.0,170.0,0.196,0.005,15,1,1,DRL
11,EUROPE,,180.0,180.0,0.19,0.005,2,1,1,DRL
12,BRAZIL,,230.0,230.0,0.202,0.005,1,1,1,DRL
13,USA,,235.0,235.0,0.188,0.005,15,1,1,DRL
14,EUROPE,,255.0,255.0,0.199,0.005,2,1,1,DRL
15,EUROPE,,265.0,265.0,0.191,0.005,2,1,1,DRL
16,USA,,280.0,280.0,0.199,0.005,15,1,1,DRL
17,EUROPE,restricao_soberania_brasil,290.0,290.0,0.188,0.005,,0,0,DRL
18,EUROPE,,365.0,365.0,0.196,0.005,2,1,1,DRL
19,EUROPE,,395.0,395.0,0.29,0.005,2,1,1,DRL
20,EUROPE,,410.0,410.0,0.211,0.005,2,1,1,DRL
21,USA,,440.0,440.0,0.401,0.005,15,1,1,DRL
22,EUROPE,,445.0,445.0,0.217,0.005,2,1,1,DRL
23,EUROPE,,450.0,450.0,0.195,0.005,2,1,1,DRL
24,BRAZIL,,455.0,455.0,0.192,0.005,1,1,1,DRL
25,BRAZIL,,490.0,490.0,0.305,0.005,1,1,1,DRL
26,EUROPE,,495.0,495.0,0.277,0.005,2,1,1,DRL
27,EUROPE,,530.0,530.0,0.206,0.005,2,1,1,DRL
28,BRAZIL,falha_hardware_camera_esq,630.0,630.0,0.244,0.005,,0,1,DRL
29,EUROPE,,645.0,645.0,0.199,0.005,2,1,1,DRL
30,BRAZIL,,655.0,655.0,0.247,0.005,1,1,1,DRL
31,USA,,715.0,715.0,0.203,0.005,15,1,1,DRL
32,EUROPE,,720.0,720.0,0.195,0.005,2,1,1,DRL
33,USA,,755.0,755.0,0.203,0.005,15,1,1,DRL
34,BRAZIL,,775.0,775.0,0.245,0.005,1,1,1,DRL
35,BRAZIL,,805.0,805.0,0.204,0.005,1,1,1,DRL
36,EUROPE,,825.0,825.0,0.306,0.005,2,1,1,DRL
37,BRAZIL,,830.0,830.0,0.214,0.005,1,1,1,DRL
38,EUROPE,,855.0,855.0,0.372,0.005,2,1,1,DRL
39,USA,,865.0,865.0,0.306,0.005,15,1,1,DRL
40,USA,,885.0,885.0,0.419,0.005,15,1,1,DRL
41,USA,,925.0,925.0,0.278,0.005,15,1,1,DRL
42,USA,,940.0,940.0,0.219,0.005,15,1,1,DRL
43,USA,,945.0,945.0,0.255,0.005,15,1,1,DRL
44,USA,,955.0,955.0,0.221,0.005,15,1,1,DRL
45,EUROPE,,960.0,960.0,0.321,0.005,2,1,1,DRL
46,EUROPE,,965.0,965.0,0.225,0.005,2,1,1,DRL
47,EUROPE,,995.0,995.0,0.206,0.005,2,1,1,DRL
48,USA,,1000.0,1000.0,0.194,0.005,15,1,1,DRL
49,BRAZIL,,1005.0,1005.0,0.194,0.005,1,1,1,DRL
50,BRAZIL,,1025.0,1025.0,0.3,0.005,1,1,1,DRL
51,EUROPE,,1070.0,1070.0,0.217,0.005,2,1,1,DRL
52,EUROPE,falha_hardware_camera_esq,1095.0,1095.0,0.202,0.005,,0,1,DRL
53,EUROPE,,1115.0,1115.0,0.251,0.005,2,1,1,DRL
54,BRAZIL,,1120.0,1120.0,0.195,0.005,1,1,1,DRL
55,EUROPE,,1125.0,1125.0,0.196,0.005,2,1,1,DRL
56,BRAZIL,,1130.0,1130.0,0.248,0.005,1,1,1,DRL
57,EUROPE,,1150.0,1150.0,0.195,0.005,2,1,1,DRL
58,BRAZIL,,1155.0,1155.0,0.23,0.005,1,1,1,DRL
59,USA,,1160.0,1160.0,0.196,0.005,15,1,1,DRL
60,USA,,1170.0,1170.0,0.195,0.005,15,1,1,DRL
61,BRAZIL,,1175.0,1175.0,0.246,0.005,1,1,1,DRL
