task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine
1,EUROPE,restricao_gdpr_europa,20.0,20.0,1.27,0.001,2,1,1,DRL_ONEHOT
2,BRAZIL,,25.0,25.0,0.595,0.001,1,1,1,DRL_ONEHOT
3,BRAZIL,,35.0,35.0,0.559,0.001,1,1,1,DRL_ONEHOT
4,EUROPE,,40.0,40.0,0.529,0.001,2,1,1,DRL_ONEHOT
5,EUROPE,,50.0,50.0,0.528,0.001,2,1,1,DRL_ONEHOT
6,USA,,55.0,55.0,0.545,0.001,15,1,1,DRL_ONEHOT
7,EUROPE,,60.0,60.0,0.529,0.001,2,1,1,DRL_ONEHOT
8,EUROPE,,65.0,65.0,0.529,0.001,2,1,1,DRL_ONEHOT
9,EUROPE,,70.0,70.0,0.545,0.001,2,1,1,DRL_ONEHOT
10,BRAZIL,,75.0,75.0,0.599,0.001,1,1,1,DRL_ONEHOT
11,USA,,80.0,80.0,0.534,0.001,15,1,1,DRL_ONEHOT
12,USA,,85.0,85.0,0.545,0.001,15,1,1,DRL_ONEHOT
13,USA,,90.0,90.0,0.508,0.001,15,1,1,DRL_ONEHOT
14,USA,,105.0,105.0,0.553,0.001,15,1,1,DRL_ONEHOT
15,EUROPE,,110.0,110.0,0.534,0.001,2,1,1,DRL_ONEHOT
16,USA,,130.0,130.0,0.556,0.001,15,1,1,DRL_ONEHOT
17,BRAZIL,,140.0,140.0,0.545,0.001,1,1,1,DRL_ONEHOT
18,USA,,145.0,145.0,0.558,0.001,15,1,1,DRL_ONEHOT
19,USA,,155.0,155.0,0.596,0.001,15,1,1,DRL_ONEHOT
20,EUROPE,,160.0,160.0,0.577,0.001,2,1,1,DRL_ONEHOT
21,USA,,165.0,165.0,0.525,0.001,15,1,1,DRL_ONEHOT
22,EUROPE,,175.0,175.0,0.539,0.001,2,1,1,DRL_ONEHOT
23,EUROPE,,180.0,180.0,0.531,0.001,2,1,1,DRL_ONEHOT
24,EUROPE,,185.0,185.0,0.548,0.001,2,1,1,DRL_ONEHOT
25,USA,,190.0,190.0,0.548,0.001,15,1,1,DRL_ONEHOT
26,EUROPE,,195.0,195.0,0.524,0.001,2,1,1,DRL_ONEHOT
27,EUROPE,,200.0,200.0,0.511,0.001,2,1,1,DRL_ONEHOT
28,USA,restricao_gdpr_europa,210.0,210.0,0.587,0.001,2,1,1,DRL_ONEHOT
29,BRAZIL,,240.0,240.0,0.626,0.001,1,1,1,DRL_ONEHOT
30,USA,,245.0,245.0,0.533,0.001,15,1,1,DRL_ONEHOT
31,EUROPE,,260.0,260.0,0.539,0.001,2,1,1,DRL_ONEHOT
32,EUROPE,,265.0,265.0,0.534,0.001,2,1,1,DRL_ONEHOT
33,EUROPE,,270.0,270.0,0.542,0.001,2,1,1,DRL_ONEHOT
