task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine
1,EUROPE,,5.0,5.0,0.006,0.001,2,1,1,ORACLE
2,USA,,15.0,15.0,0.003,0.001,15,1,1,ORACLE
3,EUROPE,restricao_gdpr_europa,50.0,50.0,0.007,0.001,2,1,1,ORACLE
4,USA,,120.0,120.0,0.004,0.001,15,1,1,ORACLE
5,EUROPE,,165.0,165.0,0.003,0.001,2,1,1,ORACLE
6,USA,,215.0,215.0,0.003,0.001,15,1,1,ORACLE
7,BRAZIL,,230.0,230.0,0.003,0.001,1,1,1,ORACLE
8,EUROPE,,235.0,235.0,0.003,0.001,2,1,1,ORACLE
9,EUROPE,,340.0,340.0,0.003,0.001,2,1,1,ORACLE
10,EUROPE,,385.0,385.0,0.003,0.001,2,1,1,ORACLE
11,EUROPE,,400.0,400.0,0.003,0.001,2,1,1,ORACLE
12,EUROPE,,495.0,495.0,0.003,0.001,2,1,1,ORACLE
13,EUROPE,,570.0,570.0,0.003,0.001,2,1,1,ORACLE
14,EUROPE,,600.0,600.0,0.003,0.001,2,1,1,ORACLE
15,EUROPE,,645.0,645.0,0.003,0.001,2,1,1,ORACLE
16,EUROPE,,670.0,670.0,0.003,0.001,2,1,1,ORACLE
17,BRAZIL,,745.0,745.0,0.003,0.001,1,1,1,ORACLE
18,USA,,855.0,855.0,0.003,0.001,15,1,1,ORACLE
19,EUROPE,,870.0,870.0,0.003,0.001,2,1,1,ORACLE
20,USA,,915.0,915.0,0.003,0.001,15,1,1,ORACLE
21,EUROPE,,930.0,930.0,0.003,0.001,2,1,1,ORACLE
22,BRAZIL,,975.0,975.0,0.003,0.001,1,1,1,ORACLE
23,BRAZIL,,980.0,980.0,0.003,0.001,1,1,1,ORACLE
24,EUROPE,,995.0,995.0,0.003,0.001,2,1,1,ORACLE
25,EUROPE,,1010.0,1010.0,0.003,0.001,2,1,1,ORACLE
26,USA,,1040.0,1040.0,0.003,0.001,15,1,1,ORACLE
27,BRAZIL,,1050.0,1050.0,0.005,0.001,1,1,1,ORACLE
28,USA,,1130.0,1130.0,0.007,0.001,15,1,1,ORACLE
29,EUROPE,,1145.0,1145.0,0.004,0.001,2,1,1,ORACLE
